"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 24 21:49:42 GMT 2025","Tue Jun 24 21:49:42 GMT 2025","294","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Tue Jun 24 21:49:41 GMT 2025","Tue Jun 24 21:49:41 GMT 2025","137","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Tue Jun 24 21:50:00 GMT 2025","Tue Jun 24 21:50:03 GMT 2025","2529","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Tue Jun 24 21:49:41 GMT 2025","Tue Jun 24 21:49:42 GMT 2025","133","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Tue Jun 24 21:49:59 GMT 2025","Tue Jun 24 21:50:00 GMT 2025","805","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Tue Jun 24 21:49:45 GMT 2025","Tue Jun 24 21:49:45 GMT 2025","319","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Tue Jun 24 21:49:45 GMT 2025","Tue Jun 24 21:49:46 GMT 2025","357","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Tue Jun 24 21:49:46 GMT 2025","Tue Jun 24 21:49:46 GMT 2025","331","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Tue Jun 24 21:49:49 GMT 2025","Tue Jun 24 21:49:50 GMT 2025","1198","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Tue Jun 24 21:50:05 GMT 2025","Tue Jun 24 21:50:06 GMT 2025","818","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Tue Jun 24 21:49:54 GMT 2025","Tue Jun 24 21:49:54 GMT 2025","662","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Tue Jun 24 21:50:14 GMT 2025","Tue Jun 24 21:50:14 GMT 2025","819","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Tue Jun 24 21:49:42 GMT 2025","Tue Jun 24 21:49:45 GMT 2025","2156","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Tue Jun 24 21:49:56 GMT 2025","Tue Jun 24 21:49:57 GMT 2025","771","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Tue Jun 24 21:49:42 GMT 2025","Tue Jun 24 21:49:42 GMT 2025","429","chromium","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Tue Jun 24 21:50:10 GMT 2025","Tue Jun 24 21:50:12 GMT 2025","1717","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Tue Jun 24 21:49:46 GMT 2025","Tue Jun 24 21:49:49 GMT 2025","2219","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Tue Jun 24 21:50:14 GMT 2025","Tue Jun 24 21:50:15 GMT 2025","856","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Tue Jun 24 21:50:12 GMT 2025","Tue Jun 24 21:50:13 GMT 2025","837","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Tue Jun 24 21:49:46 GMT 2025","Tue Jun 24 21:49:46 GMT 2025","408","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Tue Jun 24 21:50:19 GMT 2025","Tue Jun 24 21:50:20 GMT 2025","1433","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Tue Jun 24 21:50:07 GMT 2025","Tue Jun 24 21:50:08 GMT 2025","819","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Tue Jun 24 21:49:41 GMT 2025","Tue Jun 24 21:49:41 GMT 2025","518","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Tue Jun 24 21:49:51 GMT 2025","Tue Jun 24 21:49:52 GMT 2025","1021","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Tue Jun 24 21:49:53 GMT 2025","Tue Jun 24 21:49:54 GMT 2025","881","firefox","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Tue Jun 24 21:49:58 GMT 2025","Tue Jun 24 21:49:59 GMT 2025","806","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Tue Jun 24 21:50:07 GMT 2025","Tue Jun 24 21:50:07 GMT 2025","507","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Tue Jun 24 21:50:09 GMT 2025","Tue Jun 24 21:50:10 GMT 2025","639","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Tue Jun 24 21:50:13 GMT 2025","Tue Jun 24 21:50:14 GMT 2025","732","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Tue Jun 24 21:49:54 GMT 2025","Tue Jun 24 21:49:56 GMT 2025","1742","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Tue Jun 24 21:50:03 GMT 2025","Tue Jun 24 21:50:04 GMT 2025","1525","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Tue Jun 24 21:50:15 GMT 2025","Tue Jun 24 21:50:16 GMT 2025","729","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Tue Jun 24 21:49:52 GMT 2025","Tue Jun 24 21:49:52 GMT 2025","329","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Tue Jun 24 21:49:57 GMT 2025","Tue Jun 24 21:49:58 GMT 2025","697","firefox","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Tue Jun 24 21:49:58 GMT 2025","Tue Jun 24 21:49:58 GMT 2025","749","firefox","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Tue Jun 24 21:49:52 GMT 2025","Tue Jun 24 21:49:53 GMT 2025","269","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Tue Jun 24 21:49:45 GMT 2025","Tue Jun 24 21:49:45 GMT 2025","376","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Tue Jun 24 21:50:16 GMT 2025","Tue Jun 24 21:50:19 GMT 2025","2444","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Tue Jun 24 21:50:08 GMT 2025","Tue Jun 24 21:50:09 GMT 2025","1256","webkit","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
