"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 01 21:19:35 GMT 2025","Sun Jun 01 21:19:36 GMT 2025","1621","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Sun Jun 01 21:19:06 GMT 2025","Sun Jun 01 21:19:06 GMT 2025","298","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Sun Jun 01 21:19:34 GMT 2025","Sun Jun 01 21:19:35 GMT 2025","629","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Sun Jun 01 21:19:27 GMT 2025","Sun Jun 01 21:19:29 GMT 2025","1554","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sun Jun 01 21:19:08 GMT 2025","Sun Jun 01 21:19:09 GMT 2025","383","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sun Jun 01 21:19:41 GMT 2025","Sun Jun 01 21:19:43 GMT 2025","2519","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sun Jun 01 21:19:15 GMT 2025","Sun Jun 01 21:19:16 GMT 2025","1040","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Sun Jun 01 21:19:32 GMT 2025","Sun Jun 01 21:19:34 GMT 2025","1559","webkit","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Sun Jun 01 21:19:10 GMT 2025","Sun Jun 01 21:19:10 GMT 2025","349","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Sun Jun 01 21:19:05 GMT 2025","Sun Jun 01 21:19:05 GMT 2025","142","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Sun Jun 01 21:19:18 GMT 2025","Sun Jun 01 21:19:20 GMT 2025","1729","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Sun Jun 01 21:19:17 GMT 2025","Sun Jun 01 21:19:18 GMT 2025","906","firefox","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Sun Jun 01 21:19:22 GMT 2025","Sun Jun 01 21:19:23 GMT 2025","911","firefox","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Sun Jun 01 21:19:06 GMT 2025","Sun Jun 01 21:19:08 GMT 2025","2312","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Sun Jun 01 21:19:37 GMT 2025","Sun Jun 01 21:19:38 GMT 2025","740","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Sun Jun 01 21:19:43 GMT 2025","Sun Jun 01 21:19:45 GMT 2025","1426","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sun Jun 01 21:19:30 GMT 2025","Sun Jun 01 21:19:31 GMT 2025","676","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Sun Jun 01 21:19:09 GMT 2025","Sun Jun 01 21:19:09 GMT 2025","329","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Sun Jun 01 21:19:04 GMT 2025","Sun Jun 01 21:19:05 GMT 2025","467","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Sun Jun 01 21:19:20 GMT 2025","Sun Jun 01 21:19:21 GMT 2025","820","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sun Jun 01 21:19:16 GMT 2025","Sun Jun 01 21:19:17 GMT 2025","314","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sun Jun 01 21:19:21 GMT 2025","Sun Jun 01 21:19:22 GMT 2025","704","firefox","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Sun Jun 01 21:19:24 GMT 2025","Sun Jun 01 21:19:24 GMT 2025","730","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Sun Jun 01 21:19:10 GMT 2025","Sun Jun 01 21:19:10 GMT 2025","425","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Sun Jun 01 21:19:10 GMT 2025","Sun Jun 01 21:19:13 GMT 2025","2281","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sun Jun 01 21:19:09 GMT 2025","Sun Jun 01 21:19:10 GMT 2025","367","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Sun Jun 01 21:19:38 GMT 2025","Sun Jun 01 21:19:39 GMT 2025","767","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Sun Jun 01 21:19:32 GMT 2025","Sun Jun 01 21:19:32 GMT 2025","496","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sun Jun 01 21:19:31 GMT 2025","Sun Jun 01 21:19:32 GMT 2025","370","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Sun Jun 01 21:19:24 GMT 2025","Sun Jun 01 21:19:27 GMT 2025","2628","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sun Jun 01 21:19:18 GMT 2025","Sun Jun 01 21:19:18 GMT 2025","713","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Sun Jun 01 21:19:23 GMT 2025","Sun Jun 01 21:19:24 GMT 2025","855","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Sun Jun 01 21:19:16 GMT 2025","Sun Jun 01 21:19:16 GMT 2025","319","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Sun Jun 01 21:19:40 GMT 2025","Sun Jun 01 21:19:41 GMT 2025","769","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Sun Jun 01 21:19:05 GMT 2025","Sun Jun 01 21:19:06 GMT 2025","408","chromium","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Sun Jun 01 21:19:13 GMT 2025","Sun Jun 01 21:19:14 GMT 2025","1150","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sun Jun 01 21:19:05 GMT 2025","Sun Jun 01 21:19:05 GMT 2025","160","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sun Jun 01 21:19:36 GMT 2025","Sun Jun 01 21:19:37 GMT 2025","860","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sun Jun 01 21:19:39 GMT 2025","Sun Jun 01 21:19:40 GMT 2025","789","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
