"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 21 15:07:39 GMT 2025","Mon Jul 21 15:07:39 GMT 2025","355","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate schema of each coffee item",""
"passed","Mon Jul 21 15:07:13 GMT 2025","Mon Jul 21 15:07:14 GMT 2025","1142","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Mon Jul 21 15:07:37 GMT 2025","Mon Jul 21 15:07:37 GMT 2025","312","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Mon Jul 21 15:07:27 GMT 2025","Mon Jul 21 15:07:29 GMT 2025","1534","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Mon Jul 21 15:07:43 GMT 2025","Mon Jul 21 15:07:44 GMT 2025","875","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Mon Jul 21 15:07:15 GMT 2025","Mon Jul 21 15:07:16 GMT 2025","995","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Mon Jul 21 15:07:04 GMT 2025","Mon Jul 21 15:07:04 GMT 2025","435","chromium","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Mon Jul 21 15:07:47 GMT 2025","Mon Jul 21 15:07:47 GMT 2025","705","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Mon Jul 21 15:07:25 GMT 2025","Mon Jul 21 15:07:27 GMT 2025","2622","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Mon Jul 21 15:07:45 GMT 2025","Mon Jul 21 15:07:46 GMT 2025","782","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Mon Jul 21 15:07:23 GMT 2025","Mon Jul 21 15:07:24 GMT 2025","812","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
