"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 06 16:22:19 GMT 2025","Sun Jul 06 16:22:21 GMT 2025","2075","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Sun Jul 06 16:22:22 GMT 2025","Sun Jul 06 16:22:22 GMT 2025","322","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Sun Jul 06 16:22:31 GMT 2025","Sun Jul 06 16:22:32 GMT 2025","906","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Sun Jul 06 16:22:02 GMT 2025","Sun Jul 06 16:22:03 GMT 2025","1172","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Sun Jul 06 16:22:35 GMT 2025","Sun Jul 06 16:22:37 GMT 2025","1461","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sun Jul 06 16:21:55 GMT 2025","Sun Jul 06 16:21:56 GMT 2025","435","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Sun Jul 06 16:22:25 GMT 2025","Sun Jul 06 16:22:26 GMT 2025","717","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Sun Jul 06 16:21:51 GMT 2025","Sun Jul 06 16:21:51 GMT 2025","155","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sun Jul 06 16:21:53 GMT 2025","Sun Jul 06 16:21:55 GMT 2025","2246","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Sun Jul 06 16:22:04 GMT 2025","Sun Jul 06 16:22:04 GMT 2025","313","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate schema of each coffee item",""
"passed","Sun Jul 06 16:22:09 GMT 2025","Sun Jul 06 16:22:10 GMT 2025","1035","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sun Jul 06 16:22:32 GMT 2025","Sun Jul 06 16:22:32 GMT 2025","799","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Sun Jul 06 16:22:05 GMT 2025","Sun Jul 06 16:22:06 GMT 2025","982","firefox","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Sun Jul 06 16:22:00 GMT 2025","Sun Jul 06 16:22:01 GMT 2025","1242","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sun Jul 06 16:22:16 GMT 2025","Sun Jul 06 16:22:18 GMT 2025","1649","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sun Jul 06 16:22:29 GMT 2025","Sun Jul 06 16:22:30 GMT 2025","821","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Sun Jul 06 16:21:50 GMT 2025","Sun Jul 06 16:21:51 GMT 2025","407","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Sun Jul 06 16:22:30 GMT 2025","Sun Jul 06 16:22:31 GMT 2025","857","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Sun Jul 06 16:22:12 GMT 2025","Sun Jul 06 16:22:13 GMT 2025","902","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Sun Jul 06 16:22:22 GMT 2025","Sun Jul 06 16:22:23 GMT 2025","464","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sun Jul 06 16:21:52 GMT 2025","Sun Jul 06 16:21:52 GMT 2025","527","chromium","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Sun Jul 06 16:22:03 GMT 2025","Sun Jul 06 16:22:04 GMT 2025","326","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Sun Jul 06 16:22:24 GMT 2025","Sun Jul 06 16:22:25 GMT 2025","1149","webkit","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Sun Jul 06 16:22:26 GMT 2025","Sun Jul 06 16:22:28 GMT 2025","1822","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Sun Jul 06 16:22:14 GMT 2025","Sun Jul 06 16:22:16 GMT 2025","2717","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sun Jul 06 16:22:23 GMT 2025","Sun Jul 06 16:22:24 GMT 2025","676","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate recipe ingredients",""
"passed","Sun Jul 06 16:21:52 GMT 2025","Sun Jul 06 16:21:52 GMT 2025","181","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate recipe ingredients",""
"passed","Sun Jul 06 16:22:04 GMT 2025","Sun Jul 06 16:22:04 GMT 2025","317","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sun Jul 06 16:22:28 GMT 2025","Sun Jul 06 16:22:29 GMT 2025","922","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sun Jul 06 16:22:32 GMT 2025","Sun Jul 06 16:22:35 GMT 2025","2643","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sun Jul 06 16:22:11 GMT 2025","Sun Jul 06 16:22:12 GMT 2025","1011","firefox","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Sun Jul 06 16:22:13 GMT 2025","Sun Jul 06 16:22:14 GMT 2025","843","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Sun Jul 06 16:21:58 GMT 2025","Sun Jul 06 16:22:00 GMT 2025","2352","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sun Jul 06 16:21:51 GMT 2025","Sun Jul 06 16:21:51 GMT 2025","157","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Sun Jul 06 16:22:23 GMT 2025","Sun Jul 06 16:22:23 GMT 2025","469","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate schema of each coffee item",""
