"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 31 00:27:55 GMT 2025","Thu Jul 31 00:28:02 GMT 2025","6930","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Thu Jul 31 00:27:34 GMT 2025","Thu Jul 31 00:27:37 GMT 2025","2263","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Thu Jul 31 00:27:26 GMT 2025","Thu Jul 31 00:27:26 GMT 2025","439","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Thu Jul 31 00:27:39 GMT 2025","Thu Jul 31 00:27:40 GMT 2025","1092","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Thu Jul 31 00:27:34 GMT 2025","Thu Jul 31 00:27:34 GMT 2025","332","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Thu Jul 31 00:28:04 GMT 2025","Thu Jul 31 00:28:04 GMT 2025","299","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Thu Jul 31 00:28:13 GMT 2025","Thu Jul 31 00:28:14 GMT 2025","659","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Thu Jul 31 00:27:47 GMT 2025","Thu Jul 31 00:27:48 GMT 2025","944","firefox","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Thu Jul 31 00:27:29 GMT 2025","Thu Jul 31 00:27:29 GMT 2025","134","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Thu Jul 31 00:28:11 GMT 2025","Thu Jul 31 00:28:12 GMT 2025","840","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Thu Jul 31 00:27:41 GMT 2025","Thu Jul 31 00:27:42 GMT 2025","347","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate schema of each coffee item",""
"passed","Thu Jul 31 00:28:06 GMT 2025","Thu Jul 31 00:28:06 GMT 2025","368","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate recipe ingredients",""
"passed","Thu Jul 31 00:27:30 GMT 2025","Thu Jul 31 00:27:32 GMT 2025","2167","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Thu Jul 31 00:27:37 GMT 2025","Thu Jul 31 00:27:38 GMT 2025","1150","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Thu Jul 31 00:28:08 GMT 2025","Thu Jul 31 00:28:10 GMT 2025","1690","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Thu Jul 31 00:27:42 GMT 2025","Thu Jul 31 00:27:43 GMT 2025","846","firefox","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Thu Jul 31 00:28:04 GMT 2025","Thu Jul 31 00:28:06 GMT 2025","1653","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate schema of each coffee item",""
"passed","Thu Jul 31 00:27:29 GMT 2025","Thu Jul 31 00:27:30 GMT 2025","419","chromium","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Thu Jul 31 00:27:33 GMT 2025","Thu Jul 31 00:27:33 GMT 2025","303","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Thu Jul 31 00:28:16 GMT 2025","Thu Jul 31 00:28:18 GMT 2025","1454","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Thu Jul 31 00:27:43 GMT 2025","Thu Jul 31 00:27:45 GMT 2025","1843","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Thu Jul 31 00:28:07 GMT 2025","Thu Jul 31 00:28:08 GMT 2025","665","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Thu Jul 31 00:27:45 GMT 2025","Thu Jul 31 00:27:46 GMT 2025","842","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Thu Jul 31 00:27:29 GMT 2025","Thu Jul 31 00:27:29 GMT 2025","175","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate recipe ingredients",""
"passed","Thu Jul 31 00:27:29 GMT 2025","Thu Jul 31 00:27:29 GMT 2025","129","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Thu Jul 31 00:28:12 GMT 2025","Thu Jul 31 00:28:13 GMT 2025","781","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Thu Jul 31 00:28:06 GMT 2025","Thu Jul 31 00:28:07 GMT 2025","978","webkit","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Thu Jul 31 00:28:14 GMT 2025","Thu Jul 31 00:28:16 GMT 2025","2456","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Thu Jul 31 00:27:52 GMT 2025","Thu Jul 31 00:27:54 GMT 2025","1481","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Thu Jul 31 00:28:10 GMT 2025","Thu Jul 31 00:28:11 GMT 2025","833","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Thu Jul 31 00:27:30 GMT 2025","Thu Jul 31 00:27:30 GMT 2025","265","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Thu Jul 31 00:27:49 GMT 2025","Thu Jul 31 00:27:50 GMT 2025","812","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Thu Jul 31 00:27:40 GMT 2025","Thu Jul 31 00:27:41 GMT 2025","616","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Thu Jul 31 00:27:34 GMT 2025","Thu Jul 31 00:27:34 GMT 2025","397","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Thu Jul 31 00:28:04 GMT 2025","Thu Jul 31 00:28:04 GMT 2025","302","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
