"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 31 18:54:00 GMT 2025","Sat May 31 18:54:00 GMT 2025","520","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Sat May 31 18:53:53 GMT 2025","Sat May 31 18:53:54 GMT 2025","177","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Sat May 31 18:53:55 GMT 2025","Sat May 31 18:53:55 GMT 2025","371","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Sat May 31 18:54:30 GMT 2025","Sat May 31 18:54:31 GMT 2025","829","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sat May 31 18:54:06 GMT 2025","Sat May 31 18:54:07 GMT 2025","1230","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Sat May 31 18:54:16 GMT 2025","Sat May 31 18:54:20 GMT 2025","3375","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sat May 31 18:54:34 GMT 2025","Sat May 31 18:54:38 GMT 2025","3155","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sat May 31 18:54:10 GMT 2025","Sat May 31 18:54:12 GMT 2025","1786","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Sat May 31 18:54:26 GMT 2025","Sat May 31 18:54:26 GMT 2025","491","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sat May 31 18:54:12 GMT 2025","Sat May 31 18:54:13 GMT 2025","798","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sat May 31 18:53:58 GMT 2025","Sat May 31 18:53:59 GMT 2025","460","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Sat May 31 18:53:55 GMT 2025","Sat May 31 18:53:58 GMT 2025","2375","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Sat May 31 18:54:14 GMT 2025","Sat May 31 18:54:14 GMT 2025","804","firefox","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Sat May 31 18:54:23 GMT 2025","Sat May 31 18:54:25 GMT 2025","1372","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Sat May 31 18:53:54 GMT 2025","Sat May 31 18:53:54 GMT 2025","182","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sat May 31 18:53:59 GMT 2025","Sat May 31 18:53:59 GMT 2025","556","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Sat May 31 18:54:31 GMT 2025","Sat May 31 18:54:32 GMT 2025","752","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Sat May 31 18:54:20 GMT 2025","Sat May 31 18:54:22 GMT 2025","2306","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sat May 31 18:54:14 GMT 2025","Sat May 31 18:54:15 GMT 2025","940","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Sat May 31 18:53:57 GMT 2025","Sat May 31 18:53:58 GMT 2025","484","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sat May 31 18:54:03 GMT 2025","Sat May 31 18:54:05 GMT 2025","1966","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sat May 31 18:54:29 GMT 2025","Sat May 31 18:54:30 GMT 2025","1768","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Sat May 31 18:54:33 GMT 2025","Sat May 31 18:54:34 GMT 2025","886","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Sat May 31 18:53:53 GMT 2025","Sat May 31 18:53:53 GMT 2025","569","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Sat May 31 18:54:32 GMT 2025","Sat May 31 18:54:33 GMT 2025","799","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Sat May 31 18:54:26 GMT 2025","Sat May 31 18:54:28 GMT 2025","1293","webkit","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Sat May 31 18:54:08 GMT 2025","Sat May 31 18:54:08 GMT 2025","389","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sat May 31 18:54:00 GMT 2025","Sat May 31 18:54:03 GMT 2025","3040","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
