"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 24 21:57:36 GMT 2025","Tue Jun 24 21:57:36 GMT 2025","407","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Tue Jun 24 21:57:44 GMT 2025","Tue Jun 24 21:57:45 GMT 2025","308","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Tue Jun 24 21:57:31 GMT 2025","Tue Jun 24 21:57:32 GMT 2025","841","chromium","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Tue Jun 24 21:58:12 GMT 2025","Tue Jun 24 21:58:13 GMT 2025","1342","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Tue Jun 24 21:58:14 GMT 2025","Tue Jun 24 21:58:15 GMT 2025","921","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Tue Jun 24 21:57:45 GMT 2025","Tue Jun 24 21:57:45 GMT 2025","310","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Tue Jun 24 21:58:10 GMT 2025","Tue Jun 24 21:58:12 GMT 2025","1818","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Tue Jun 24 21:58:09 GMT 2025","Tue Jun 24 21:58:10 GMT 2025","947","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Tue Jun 24 21:57:52 GMT 2025","Tue Jun 24 21:57:53 GMT 2025","1313","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Tue Jun 24 21:57:30 GMT 2025","Tue Jun 24 21:57:31 GMT 2025","438","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Tue Jun 24 21:57:53 GMT 2025","Tue Jun 24 21:57:54 GMT 2025","919","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Tue Jun 24 21:57:49 GMT 2025","Tue Jun 24 21:57:50 GMT 2025","856","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Tue Jun 24 21:57:32 GMT 2025","Tue Jun 24 21:57:33 GMT 2025","450","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Tue Jun 24 21:57:31 GMT 2025","Tue Jun 24 21:57:31 GMT 2025","153","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
