"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 01 20:40:23 GMT 2025","Sun Jun 01 20:40:23 GMT 2025","280","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sun Jun 01 20:40:21 GMT 2025","Sun Jun 01 20:40:22 GMT 2025","1071","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Sun Jun 01 20:40:24 GMT 2025","Sun Jun 01 20:40:25 GMT 2025","636","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Sun Jun 01 20:40:16 GMT 2025","Sun Jun 01 20:40:16 GMT 2025","351","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Sun Jun 01 20:40:39 GMT 2025","Sun Jun 01 20:40:40 GMT 2025","1471","webkit","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Sun Jun 01 20:40:29 GMT 2025","Sun Jun 01 20:40:30 GMT 2025","860","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Sun Jun 01 20:40:38 GMT 2025","Sun Jun 01 20:40:38 GMT 2025","374","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Sun Jun 01 20:40:23 GMT 2025","Sun Jun 01 20:40:23 GMT 2025","265","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Sun Jun 01 20:40:31 GMT 2025","Sun Jun 01 20:40:34 GMT 2025","2621","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sun Jun 01 20:40:13 GMT 2025","Sun Jun 01 20:40:15 GMT 2025","2251","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Sun Jun 01 20:40:12 GMT 2025","Sun Jun 01 20:40:13 GMT 2025","380","chromium","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Sun Jun 01 20:40:42 GMT 2025","Sun Jun 01 20:40:43 GMT 2025","831","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sun Jun 01 20:40:13 GMT 2025","Sun Jun 01 20:40:13 GMT 2025","274","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Sun Jun 01 20:40:30 GMT 2025","Sun Jun 01 20:40:31 GMT 2025","735","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Sun Jun 01 20:40:38 GMT 2025","Sun Jun 01 20:40:38 GMT 2025","525","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sun Jun 01 20:40:17 GMT 2025","Sun Jun 01 20:40:19 GMT 2025","2215","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sun Jun 01 20:40:17 GMT 2025","Sun Jun 01 20:40:17 GMT 2025","332","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Sun Jun 01 20:40:27 GMT 2025","Sun Jun 01 20:40:28 GMT 2025","834","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sun Jun 01 20:40:12 GMT 2025","Sun Jun 01 20:40:12 GMT 2025","147","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sun Jun 01 20:40:23 GMT 2025","Sun Jun 01 20:40:24 GMT 2025","867","firefox","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Sun Jun 01 20:40:41 GMT 2025","Sun Jun 01 20:40:42 GMT 2025","1647","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Sun Jun 01 20:40:44 GMT 2025","Sun Jun 01 20:40:45 GMT 2025","822","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Sun Jun 01 20:40:28 GMT 2025","Sun Jun 01 20:40:28 GMT 2025","763","firefox","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Sun Jun 01 20:40:49 GMT 2025","Sun Jun 01 20:40:51 GMT 2025","1407","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sun Jun 01 20:40:19 GMT 2025","Sun Jun 01 20:40:21 GMT 2025","1197","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sun Jun 01 20:40:28 GMT 2025","Sun Jun 01 20:40:29 GMT 2025","816","firefox","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Sun Jun 01 20:40:16 GMT 2025","Sun Jun 01 20:40:17 GMT 2025","393","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Sun Jun 01 20:40:12 GMT 2025","Sun Jun 01 20:40:12 GMT 2025","140","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Sun Jun 01 20:40:11 GMT 2025","Sun Jun 01 20:40:12 GMT 2025","452","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Sun Jun 01 20:40:37 GMT 2025","Sun Jun 01 20:40:37 GMT 2025","543","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Sun Jun 01 20:40:47 GMT 2025","Sun Jun 01 20:40:49 GMT 2025","2441","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sun Jun 01 20:40:40 GMT 2025","Sun Jun 01 20:40:41 GMT 2025","597","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Sun Jun 01 20:40:43 GMT 2025","Sun Jun 01 20:40:44 GMT 2025","726","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Sun Jun 01 20:40:34 GMT 2025","Sun Jun 01 20:40:35 GMT 2025","1650","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sun Jun 01 20:40:16 GMT 2025","Sun Jun 01 20:40:16 GMT 2025","312","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Sun Jun 01 20:40:45 GMT 2025","Sun Jun 01 20:40:46 GMT 2025","892","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Sun Jun 01 20:40:25 GMT 2025","Sun Jun 01 20:40:27 GMT 2025","1760","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Sun Jun 01 20:40:15 GMT 2025","Sun Jun 01 20:40:16 GMT 2025","366","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sun Jun 01 20:40:46 GMT 2025","Sun Jun 01 20:40:47 GMT 2025","738","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
