"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 01 23:54:15 GMT 2025","Sun Jun 01 23:54:16 GMT 2025","807","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Sun Jun 01 23:54:07 GMT 2025","Sun Jun 01 23:54:08 GMT 2025","1012","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Sun Jun 01 23:54:02 GMT 2025","Sun Jun 01 23:54:03 GMT 2025","390","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Sun Jun 01 23:54:09 GMT 2025","Sun Jun 01 23:54:10 GMT 2025","832","firefox","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Sun Jun 01 23:54:17 GMT 2025","Sun Jun 01 23:54:19 GMT 2025","2558","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sun Jun 01 23:54:09 GMT 2025","Sun Jun 01 23:54:09 GMT 2025","305","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Sun Jun 01 23:54:35 GMT 2025","Sun Jun 01 23:54:36 GMT 2025","1431","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sun Jun 01 23:54:29 GMT 2025","Sun Jun 01 23:54:30 GMT 2025","811","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Sun Jun 01 23:54:03 GMT 2025","Sun Jun 01 23:54:05 GMT 2025","2226","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sun Jun 01 23:53:58 GMT 2025","Sun Jun 01 23:53:58 GMT 2025","151","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
