"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 21 15:04:36 GMT 2025","Mon Jul 21 15:04:37 GMT 2025","1202","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate recipe ingredients",""
"passed","Mon Jul 21 15:04:45 GMT 2025","Mon Jul 21 15:04:47 GMT 2025","2487","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Mon Jul 21 15:04:18 GMT 2025","Mon Jul 21 15:04:18 GMT 2025","306","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate schema of each coffee item",""
"passed","Mon Jul 21 15:04:23 GMT 2025","Mon Jul 21 15:04:24 GMT 2025","801","firefox","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Mon Jul 21 15:04:22 GMT 2025","Mon Jul 21 15:04:23 GMT 2025","910","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Mon Jul 21 15:04:35 GMT 2025","Mon Jul 21 15:04:35 GMT 2025","743","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate schema of each coffee item",""
"passed","Mon Jul 21 15:04:44 GMT 2025","Mon Jul 21 15:04:45 GMT 2025","747","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Mon Jul 21 15:04:38 GMT 2025","Mon Jul 21 15:04:39 GMT 2025","651","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Mon Jul 21 15:04:39 GMT 2025","Mon Jul 21 15:04:40 GMT 2025","1790","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Mon Jul 21 15:04:47 GMT 2025","Mon Jul 21 15:04:48 GMT 2025","1403","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Mon Jul 21 15:04:24 GMT 2025","Mon Jul 21 15:04:25 GMT 2025","840","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Mon Jul 21 15:04:06 GMT 2025","Mon Jul 21 15:04:06 GMT 2025","398","chromium","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Mon Jul 21 15:04:18 GMT 2025","Mon Jul 21 15:04:19 GMT 2025","886","firefox","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Mon Jul 21 15:04:09 GMT 2025","Mon Jul 21 15:04:10 GMT 2025","347","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Mon Jul 21 15:04:06 GMT 2025","Mon Jul 21 15:04:06 GMT 2025","276","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Mon Jul 21 15:04:23 GMT 2025","Mon Jul 21 15:04:23 GMT 2025","669","firefox","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Mon Jul 21 15:04:17 GMT 2025","Mon Jul 21 15:04:17 GMT 2025","517","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Mon Jul 21 15:04:10 GMT 2025","Mon Jul 21 15:04:10 GMT 2025","346","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Mon Jul 21 15:04:09 GMT 2025","Mon Jul 21 15:04:09 GMT 2025","391","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Mon Jul 21 15:04:10 GMT 2025","Mon Jul 21 15:04:11 GMT 2025","362","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Mon Jul 21 15:04:13 GMT 2025","Mon Jul 21 15:04:14 GMT 2025","1212","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Mon Jul 21 15:04:11 GMT 2025","Mon Jul 21 15:04:13 GMT 2025","2298","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Mon Jul 21 15:04:34 GMT 2025","Mon Jul 21 15:04:34 GMT 2025","336","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Mon Jul 21 15:04:17 GMT 2025","Mon Jul 21 15:04:18 GMT 2025","279","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Mon Jul 21 15:04:03 GMT 2025","Mon Jul 21 15:04:03 GMT 2025","715","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Mon Jul 21 15:04:05 GMT 2025","Mon Jul 21 15:04:05 GMT 2025","151","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Mon Jul 21 15:04:34 GMT 2025","Mon Jul 21 15:04:35 GMT 2025","474","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Mon Jul 21 15:04:29 GMT 2025","Mon Jul 21 15:04:30 GMT 2025","1684","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Mon Jul 21 15:04:15 GMT 2025","Mon Jul 21 15:04:16 GMT 2025","1182","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Mon Jul 21 15:04:05 GMT 2025","Mon Jul 21 15:04:06 GMT 2025","163","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate schema of each coffee item",""
"passed","Mon Jul 21 15:04:18 GMT 2025","Mon Jul 21 15:04:18 GMT 2025","315","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate recipe ingredients",""
"passed","Mon Jul 21 15:04:10 GMT 2025","Mon Jul 21 15:04:10 GMT 2025","432","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Mon Jul 21 15:04:32 GMT 2025","Mon Jul 21 15:04:33 GMT 2025","1512","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Mon Jul 21 15:04:06 GMT 2025","Mon Jul 21 15:04:06 GMT 2025","190","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate recipe ingredients",""
"passed","Mon Jul 21 15:04:37 GMT 2025","Mon Jul 21 15:04:38 GMT 2025","1038","webkit","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Mon Jul 21 15:04:41 GMT 2025","Mon Jul 21 15:04:42 GMT 2025","747","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Mon Jul 21 15:04:05 GMT 2025","Mon Jul 21 15:04:05 GMT 2025","146","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Mon Jul 21 15:04:25 GMT 2025","Mon Jul 21 15:04:26 GMT 2025","877","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
