"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 06 16:24:23 GMT 2025","Sun Jul 06 16:24:24 GMT 2025","137","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sun Jul 06 16:24:52 GMT 2025","Sun Jul 06 16:24:52 GMT 2025","491","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sun Jul 06 16:24:38 GMT 2025","Sun Jul 06 16:24:40 GMT 2025","1922","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Sun Jul 06 16:25:00 GMT 2025","Sun Jul 06 16:25:00 GMT 2025","762","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Sun Jul 06 16:24:50 GMT 2025","Sun Jul 06 16:24:51 GMT 2025","1078","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Sun Jul 06 16:24:53 GMT 2025","Sun Jul 06 16:24:53 GMT 2025","887","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate schema of each coffee item",""
"passed","Sun Jul 06 16:24:41 GMT 2025","Sun Jul 06 16:24:41 GMT 2025","726","firefox","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Sun Jul 06 16:24:24 GMT 2025","Sun Jul 06 16:24:24 GMT 2025","193","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate recipe ingredients",""
"passed","Sun Jul 06 16:24:35 GMT 2025","Sun Jul 06 16:24:35 GMT 2025","426","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Sun Jul 06 16:24:44 GMT 2025","Sun Jul 06 16:24:47 GMT 2025","2712","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sun Jul 06 16:24:52 GMT 2025","Sun Jul 06 16:24:52 GMT 2025","348","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Sun Jul 06 16:24:56 GMT 2025","Sun Jul 06 16:24:58 GMT 2025","1703","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
"passed","Sun Jul 06 16:24:47 GMT 2025","Sun Jul 06 16:24:49 GMT 2025","1762","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sun Jul 06 16:24:36 GMT 2025","Sun Jul 06 16:24:36 GMT 2025","307","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate recipe ingredients",""
"passed","Sun Jul 06 16:25:02 GMT 2025","Sun Jul 06 16:25:05 GMT 2025","2511","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sun Jul 06 16:24:58 GMT 2025","Sun Jul 06 16:24:59 GMT 2025","888","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sun Jul 06 16:24:40 GMT 2025","Sun Jul 06 16:24:41 GMT 2025","820","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sun Jul 06 16:24:53 GMT 2025","Sun Jul 06 16:24:54 GMT 2025","939","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate recipe ingredients",""
"passed","Sun Jul 06 16:24:31 GMT 2025","Sun Jul 06 16:24:32 GMT 2025","1173","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sun Jul 06 16:24:27 GMT 2025","Sun Jul 06 16:24:27 GMT 2025","383","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sun Jul 06 16:24:24 GMT 2025","Sun Jul 06 16:24:24 GMT 2025","172","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate schema of each coffee item",""
"passed","Sun Jul 06 16:24:33 GMT 2025","Sun Jul 06 16:24:34 GMT 2025","1068","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Sun Jul 06 16:25:01 GMT 2025","Sun Jul 06 16:25:02 GMT 2025","688","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Sun Jul 06 16:25:05 GMT 2025","Sun Jul 06 16:25:06 GMT 2025","1405","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sun Jul 06 16:24:55 GMT 2025","Sun Jul 06 16:24:56 GMT 2025","640","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Sun Jul 06 16:24:29 GMT 2025","Sun Jul 06 16:24:29 GMT 2025","352","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
