"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 01 20:40:48 GMT 2025","Sun Jun 01 20:40:48 GMT 2025","444","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Sun Jun 01 20:41:07 GMT 2025","Sun Jun 01 20:41:09 GMT 2025","2143","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sun Jun 01 20:41:24 GMT 2025","Sun Jun 01 20:41:25 GMT 2025","656","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Sun Jun 01 20:40:47 GMT 2025","Sun Jun 01 20:40:47 GMT 2025","394","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sun Jun 01 20:40:47 GMT 2025","Sun Jun 01 20:40:48 GMT 2025","366","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Sun Jun 01 20:40:58 GMT 2025","Sun Jun 01 20:40:58 GMT 2025","646","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Sun Jun 01 20:40:43 GMT 2025","Sun Jun 01 20:40:44 GMT 2025","140","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sun Jun 01 20:40:48 GMT 2025","Sun Jun 01 20:40:49 GMT 2025","378","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Sun Jun 01 20:40:44 GMT 2025","Sun Jun 01 20:40:44 GMT 2025","276","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Sun Jun 01 20:41:01 GMT 2025","Sun Jun 01 20:41:02 GMT 2025","614","firefox","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Sun Jun 01 20:41:00 GMT 2025","Sun Jun 01 20:41:01 GMT 2025","811","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Sun Jun 01 20:40:47 GMT 2025","Sun Jun 01 20:40:47 GMT 2025","327","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Sun Jun 01 20:40:49 GMT 2025","Sun Jun 01 20:40:51 GMT 2025","2832","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Sun Jun 01 20:40:51 GMT 2025","Sun Jun 01 20:40:53 GMT 2025","1798","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Sun Jun 01 20:41:17 GMT 2025","Sun Jun 01 20:41:17 GMT 2025","344","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Sun Jun 01 20:41:22 GMT 2025","Sun Jun 01 20:41:23 GMT 2025","696","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
